Autor,Grupo,Título,Ano,Preço (R$),Na janela 1850-1930?,Link,Imagem,Status,Verificado em,Visto em,Vendedor
Cláudio Manoel da Costa,Patrono,Obras Poeticas.,1903,990,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Cl%C3%A1udio%20Manoel%20da%20Costa%20Obras%20Poeticas.&searchField=titulo-autor&ano-de-publicacao=1903,,ativo,2026-09-06 12:28,2026-07-23 02:14,
Evaristo da Veiga,Patrono,Poesias,1915,180,SIM,https://www.estantevirtual.com.br/livro/poesias-grp-17Y-5327-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:28,2026-07-23 02:14,Livraria Virtual Incunábulo
Fagundes Varela,Patrono,Obras Completas de Fagundes Varela - Edição de Época Capa Dura,1892,3598.90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fagundes%20Varela%20Obras%20Completas%20de%20Fagundes%20Varela%20-%20Edi%C3%A7%C3%A3o%20de%20%C3%89poca%20Capa%20Dura&searchField=titulo-autor&ano-de-publicacao=1892,,ativo,2026-09-06 12:28,2026-07-23 02:14,
Fagundes Varela,Patrono,Anchieta Ou o Evangelho Nas Selvas - 1ª Edição,1875,850,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fagundes%20Varela%20Anchieta%20Ou%20o%20Evangelho%20Nas%20Selvas%20-%201%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1875,,vendido,2026-08-08 11:15,2026-07-23 02:14,
França Júnior,Patrono,Folhetins - Publicados na Gazeta de Notícias,1915,40,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins%20-%20Publicados%20na%20Gazeta%20de%20Not%C3%ADcias&searchField=titulo-autor&ano-de-publicacao=1915,,vendido,2026-08-17 10:06,2026-07-23 02:14,
França Júnior,Patrono,Folhetins - Publicados na Gazeta de Notícias,1915,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins%20-%20Publicados%20na%20Gazeta%20de%20Not%C3%ADcias&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1915,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1915,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1915,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,FOLHETINS PUBLICADOS NA GAZETA DE NOTÍCIAS,1915,40,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20FOLHETINS%20PUBLICADOS%20NA%20GAZETA%20DE%20NOT%C3%8DCIAS&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1915,40,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins 1926,1926,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins%201926&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1915,140,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1926,60,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1926,62,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1915,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins,1926,60,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins - Publicados na Gazeta de Notícias,1915,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Fran%C3%A7a%20J%C3%BAnior%20Folhetins%20-%20Publicados%20na%20Gazeta%20de%20Not%C3%ADcias&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 12:29,2026-07-23 02:14,
França Júnior,Patrono,Folhetins - 4° Edição Aumentada,1926,100,SIM,https://www.estantevirtual.com.br/livro/folhetins-4-edicao-aumentada-grp-0UJ-9015-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:29,2026-07-23 02:14,Iluminações Livros e Cds
Francisco Adolfo de Varnhagen,Patrono,História Geral do Brazil - 2 Volumes,1877,2790,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Francisco%20Adolfo%20de%20Varnhagen%20Hist%C3%B3ria%20Geral%20do%20Brazil%20-%202%20Volumes&searchField=titulo-autor&ano-de-publicacao=1877,,ativo,2026-09-06 12:29,2026-07-23 02:14,
Francisco Adolfo de Varnhagen,Patrono,História da Independência do Brasil,1938,140,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Francisco%20Adolfo%20de%20Varnhagen%20Hist%C3%B3ria%20da%20Independ%C3%AAncia%20do%20Brasil&searchField=titulo-autor&ano-de-publicacao=1938,,ativo,2026-09-06 12:29,2026-07-23 02:14,
Francisco Adolfo de Varnhagen,Patrono,História da Independência do Brasil,1917,190,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Francisco%20Adolfo%20de%20Varnhagen%20Hist%C3%B3ria%20da%20Independ%C3%AAncia%20do%20Brasil&searchField=titulo-autor&ano-de-publicacao=1917,,ativo,2026-09-06 12:29,2026-07-23 02:14,
Francisco Adolfo de Varnhagen,Patrono,História da Independência do Brasil,1919,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Francisco%20Adolfo%20de%20Varnhagen%20Hist%C3%B3ria%20da%20Independ%C3%AAncia%20do%20Brasil&searchField=titulo-autor&ano-de-publicacao=1919,,ativo,2026-09-06 12:29,2026-07-23 02:14,
Francisco Adolfo de Varnhagen,Patrono,História Geral do Brazil - Volumes I e I I,1877,4280,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Francisco%20Adolfo%20de%20Varnhagen%20Hist%C3%B3ria%20Geral%20do%20Brazil%20-%20Volumes%20I%20e%20I%20I&searchField=titulo-autor&ano-de-publicacao=1877,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Francisco Adolfo de Varnhagen,Patrono,Historia Geral do Brasil - (tomo V ) - Antes de Sua Separacao e Inde,1940,84.67,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Francisco%20Adolfo%20de%20Varnhagen%20Historia%20Geral%20do%20Brasil%20-%20(tomo%20V%20)%20-%20Antes%20de%20Sua%20Separacao%20e%20Inde&searchField=titulo-autor&ano-de-publicacao=1940,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Francisco Adolfo de Varnhagen,Patrono,Historia da Independencia do Brasil,1917,140,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Francisco%20Adolfo%20de%20Varnhagen%20Historia%20da%20Independencia%20do%20Brasil&searchField=titulo-autor&ano-de-publicacao=1917,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Francisco Adolfo de Varnhagen,Patrono,História da Independência do Brasil,1938,172.50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Francisco%20Adolfo%20de%20Varnhagen%20Hist%C3%B3ria%20da%20Independ%C3%AAncia%20do%20Brasil&searchField=titulo-autor&ano-de-publicacao=1938,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Franklin Távora,Patrono,O Matuto (1ª Edição),1878,982,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Franklin%20T%C3%A1vora%20O%20Matuto%20(1%C2%AA%20Edi%C3%A7%C3%A3o)&searchField=titulo-autor&ano-de-publicacao=1878,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Franklin Távora,Patrono,Lourenço,1902,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Franklin%20T%C3%A1vora%20Louren%C3%A7o&searchField=titulo-autor&ano-de-publicacao=1902,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Franklin Távora,Patrono,Um Casamento no Arrabalde : Historia do Tempo Em Estylo de Casa,1903,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Franklin%20T%C3%A1vora%20Um%20Casamento%20no%20Arrabalde%20%3A%20Historia%20do%20Tempo%20Em%20Estylo%20de%20Casa&searchField=titulo-autor&ano-de-publicacao=1903,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Franklin Távora,Patrono,Um Casamento no Arrabalde - 2ª Edição,1903,145,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Franklin%20T%C3%A1vora%20Um%20Casamento%20no%20Arrabalde%20-%202%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1903,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Franklin Távora,Patrono,O Matuto - 2ª Edição,1902,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Franklin%20T%C3%A1vora%20O%20Matuto%20-%202%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1902,,ativo,2026-09-06 12:30,2026-07-23 02:14,
Franklin Távora,Patrono,Lourenço - 2ª Edição,1902,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Franklin%20T%C3%A1vora%20Louren%C3%A7o%20-%202%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1902,,ativo,2026-09-06 12:30,2026-07-23 02:14,
