Autor,Grupo,Título,Ano,Preço (R$),Na janela 1850-1930?,Link,Imagem,Status,Verificado em,Visto em,Vendedor
J. M. Pereira da Silva,Fundador,História da Fundação do Império Brasileiro - Tomo 2,1865,202,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Hist%C3%B3ria%20da%20Funda%C3%A7%C3%A3o%20do%20Imp%C3%A9rio%20Brasileiro%20-%20Tomo%202&searchField=titulo-autor&ano-de-publicacao=1865,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,História da Fundação do Império Brasileiro - Tomo 5,1865,202,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Hist%C3%B3ria%20da%20Funda%C3%A7%C3%A3o%20do%20Imp%C3%A9rio%20Brasileiro%20-%20Tomo%205&searchField=titulo-autor&ano-de-publicacao=1865,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Hannibal e Napoleão,1904,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Hannibal%20e%20Napole%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1904,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Memorias do Meu Tempo 2 Volumes,1896,680,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Memorias%20do%20Meu%20Tempo%202%20Volumes&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Considerações sobre Poesia Epica e Poesia Dramatica,1889,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Considera%C3%A7%C3%B5es%20sobre%20Poesia%20Epica%20e%20Poesia%20Dramatica&searchField=titulo-autor&ano-de-publicacao=1889,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Os Varões Illustres do Brazil Durante os Tempos Coloniáes - 2 Tomos,1858,395,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Os%20Var%C3%B5es%20Illustres%20do%20Brazil%20Durante%20os%20Tempos%20Coloni%C3%A1es%20-%202%20Tomos&searchField=titulo-autor&ano-de-publicacao=1858,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,História da Fundação do Império Brazileiro Tomo Primeiro,1864,250,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Hist%C3%B3ria%20da%20Funda%C3%A7%C3%A3o%20do%20Imp%C3%A9rio%20Brazileiro%20Tomo%20Primeiro&searchField=titulo-autor&ano-de-publicacao=1864,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Historia da Fundação do Imperio Brazileiro 7 Volumes,1864,6250,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Historia%20da%20Funda%C3%A7%C3%A3o%20do%20Imperio%20Brazileiro%207%20Volumes&searchField=titulo-autor&ano-de-publicacao=1864,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Os Varoes Illustres do Brazil Durante os Tempos Coloniaes 2vol,1858,390,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Os%20Varoes%20Illustres%20do%20Brazil%20Durante%20os%20Tempos%20Coloniaes%202vol&searchField=titulo-autor&ano-de-publicacao=1858,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,"Situation Sociale, Politique et Économique de L Empire Du Brésil",1865,890,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Situation%20Sociale%2C%20Politique%20et%20%C3%89conomique%20de%20L%20Empire%20Du%20Br%C3%A9sil&searchField=titulo-autor&ano-de-publicacao=1865,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Os Varões Ilustres do Brasil - Segundo Volume,1858,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Os%20Var%C3%B5es%20Ilustres%20do%20Brasil%20-%20Segundo%20Volume&searchField=titulo-autor&ano-de-publicacao=1858,,ativo,2026-09-06 13:06,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Os Varões Illustres do Brazil - Tomo 2,1868,127,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Os%20Var%C3%B5es%20Illustres%20do%20Brazil%20-%20Tomo%202&searchField=titulo-autor&ano-de-publicacao=1868,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Os Varões Illustres do Brazil (tomo 2),1858,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Os%20Var%C3%B5es%20Illustres%20do%20Brazil%20(tomo%202)&searchField=titulo-autor&ano-de-publicacao=1858,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Obras Litterarias e Politicas - Tomo I e II,1862,380,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Obras%20Litterarias%20e%20Politicas%20-%20Tomo%20I%20e%20II&searchField=titulo-autor&ano-de-publicacao=1862,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Segundo Periodo do Reinado de Dom Pedro I no Brazil,1871,380,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Segundo%20Periodo%20do%20Reinado%20de%20Dom%20Pedro%20I%20no%20Brazil&searchField=titulo-autor&ano-de-publicacao=1871,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Historia do Brazil de 1831 a 1840,1878,390,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Historia%20do%20Brazil%20de%201831%20a%201840&searchField=titulo-autor&ano-de-publicacao=1878,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Nacionalidade Lingua e Litteratura de Portugal e Brazil,1884,390,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Nacionalidade%20Lingua%20e%20Litteratura%20de%20Portugal%20e%20Brazil&searchField=titulo-autor&ano-de-publicacao=1884,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Variedades Litterarias. 2 volumes,1862,180,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Variedades%20Litterarias.%202%20volumes&searchField=titulo-autor&ano-de-publicacao=1862,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Os Varões Illustre do Brazil 2 tomos,1858,600,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Os%20Var%C3%B5es%20Illustre%20do%20Brazil%202%20tomos&searchField=titulo-autor&ano-de-publicacao=1858,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Christovam Colombo e o Descobrimento da America,1892,350,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Christovam%20Colombo%20e%20o%20Descobrimento%20da%20America&searchField=titulo-autor&ano-de-publicacao=1892,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,Discursos Parlamentares,1870,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Discursos%20Parlamentares&searchField=titulo-autor&ano-de-publicacao=1870,,ativo,2026-09-06 13:07,2026-07-23 02:14,
J. M. Pereira da Silva,Fundador,"Nacionalidade, Língua e Litteratura de Portugal e Brazil",1884,260,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=J.%20M.%20Pereira%20da%20Silva%20Nacionalidade%2C%20L%C3%ADngua%20e%20Litteratura%20de%20Portugal%20e%20Brazil&searchField=titulo-autor&ano-de-publicacao=1884,,ativo,2026-09-06 13:07,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Pensamentos soltos,1937,30,SIM,https://www.estantevirtual.com.br/livro/pensamentos-soltos-grp-QG1-8152-000?_preco=3000-10000000&tipo-de-livro=usado,,vendido,2026-08-08 11:56,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Balmaceda (capa Dura),1895,240,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Balmaceda%20(capa%20Dura)&searchField=titulo-autor&ano-de-publicacao=1895,,ativo,2026-09-06 13:07,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1934,250,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1934,,ativo,2026-09-06 13:07,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Balmaceda (encadernado) (obra Rara),1895,290,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Balmaceda%20(encadernado)%20(obra%20Rara)&searchField=titulo-autor&ano-de-publicacao=1895,,ativo,2026-09-06 13:07,2026-07-23 02:14,
Joaquim Nabuco,Fundador,O Abolicionismo (encadernado),1938,35,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20O%20Abolicionismo%20(encadernado)&searchField=titulo-autor&ano-de-publicacao=1938,,ativo,2026-09-06 13:07,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1934,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1934,,ativo,2026-09-06 13:07,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1900,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:07,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Joaquim Nabuco Embaixador Volume 1 1905 1907 De Joaq,1905,99,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Joaquim%20Nabuco%20Embaixador%20Volume%201%201905%201907%20De%20Joaq&searchField=titulo-autor&ano-de-publicacao=1905,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Balmaceda,1937,45,SIM,https://www.estantevirtual.com.br/livro/balmaceda-grp-Q2K-4306-000?_preco=3000-10000000&tipo-de-livro=usado,,vendido,2026-08-18 10:45,2026-07-23 02:14,Academia do Saber
Joaquim Nabuco,Fundador,Minha Formação (encad. Clássica de Luxo),1900,1858.50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o%20(encad.%20Cl%C3%A1ssica%20de%20Luxo)&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,O Dever dos Monarchistas,1895,217,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20O%20Dever%20dos%20Monarchistas&searchField=titulo-autor&ano-de-publicacao=1895,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Nabuco de Araújo Vol-3,1927,140,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Nabuco%20de%20Ara%C3%BAjo%20Vol-3&searchField=titulo-autor&ano-de-publicacao=1927,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Estrangeira Durante a Revolta,1896,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Estrangeira%20Durante%20a%20Revolta&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Estrangeira Durante A Revolta,1896,79,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Estrangeira%20Durante%20A%20Revolta&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Loption Drame,1910,88,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Loption%20Drame&searchField=titulo-autor&ano-de-publicacao=1910,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Estrangeira Durante a Revolta,1896,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Estrangeira%20Durante%20a%20Revolta&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Estrangeira Durante A Revolta,1932,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Estrangeira%20Durante%20A%20Revolta&searchField=titulo-autor&ano-de-publicacao=1932,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Discursos e Conferencias nos Estados Unidos,1911,180,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Discursos%20e%20Conferencias%20nos%20Estados%20Unidos&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Escriptos e Discursos Literarios,1939,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Escriptos%20e%20Discursos%20Literarios&searchField=titulo-autor&ano-de-publicacao=1939,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Um Estadista do Imperio Nabuco de Araujo 2 Vols,1897,300,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Um%20Estadista%20do%20Imperio%20Nabuco%20de%20Araujo%202%20Vols&searchField=titulo-autor&ano-de-publicacao=1897,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Um Estadista do Imperio: Nabuco de Araujo - Tomo 2 1857 - 1866,1898,76.80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Um%20Estadista%20do%20Imperio%3A%20Nabuco%20de%20Araujo%20-%20Tomo%202%201857%20-%201866&searchField=titulo-autor&ano-de-publicacao=1898,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Um Estadista do Imperio: Nabuco de Araujo - Tomo 3 1866 - 1878,1899,78.18,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Um%20Estadista%20do%20Imperio%3A%20Nabuco%20de%20Araujo%20-%20Tomo%203%201866%20-%201878&searchField=titulo-autor&ano-de-publicacao=1899,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Escriptos e Discursos Literários,1939,32,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Escriptos%20e%20Discursos%20Liter%C3%A1rios&searchField=titulo-autor&ano-de-publicacao=1939,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Balmaceda,1937,1202,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Balmaceda&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Pensamentos Soltos,1937,202,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Pensamentos%20Soltos&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 13:08,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Esrangeira Durante A Revolta,1896,56.50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Esrangeira%20Durante%20A%20Revolta&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Esrangeira Durante A Revolta,1896,37.68,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Esrangeira%20Durante%20A%20Revolta&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Esrangeira Durante A Revolta,1896,37.68,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Esrangeira%20Durante%20A%20Revolta&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Escriptos e Discursos Literarios,1939,60,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Escriptos%20e%20Discursos%20Literarios&searchField=titulo-autor&ano-de-publicacao=1939,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Abolicionismo,1938,45,SIM,https://www.estantevirtual.com.br/livro/o-abolicionismo-Q6C-3941-000-BK,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Discursos e Conferências Nos Estados Unidos (capa Dura),1911,65,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Discursos%20e%20Confer%C3%AAncias%20Nos%20Estados%20Unidos%20(capa%20Dura)&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Um Estadista do Imperio Volume 1,1937,35,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Um%20Estadista%20do%20Imperio%20Volume%201&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1934,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1934,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação - 1ª Edição,1900,270,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o%20-%201%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1881,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1881,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Escriptos e Discursos Litterarios,1919,50.99,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Escriptos%20e%20Discursos%20Litterarios&searchField=titulo-autor&ano-de-publicacao=1919,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Escriptos e Discursos Litterários - Capa Dura,1919,79,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Escriptos%20e%20Discursos%20Litter%C3%A1rios%20-%20Capa%20Dura&searchField=titulo-autor&ano-de-publicacao=1919,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Pensees Detachees et Souvenirs,1906,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Pensees%20Detachees%20et%20Souvenirs&searchField=titulo-autor&ano-de-publicacao=1906,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Balmaceda,1895,500,SIM,https://www.estantevirtual.com.br/livro/balmaceda-grp-GXZ-7653-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:09,2026-07-23 02:14,Livraria Virtual Incunábulo
Joaquim Nabuco,Fundador,Minha Formação,1900,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1934,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1934,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1900,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:09,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1900,460,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Balmaceda,1937,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Balmaceda&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Um Estadista do Imperio - Nabuco de Araújo - 2 Vols.,1936,130.13,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Um%20Estadista%20do%20Imperio%20-%20Nabuco%20de%20Ara%C3%BAjo%20-%202%20Vols.&searchField=titulo-autor&ano-de-publicacao=1936,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Escriptos e Discursos Litterarios,1919,380,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Escriptos%20e%20Discursos%20Litterarios&searchField=titulo-autor&ano-de-publicacao=1919,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Discursos e Conferencias nos Estados Unidos,1911,59.99,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Discursos%20e%20Conferencias%20nos%20Estados%20Unidos&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Estrangeira Durante a Revolta,1896,98,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Estrangeira%20Durante%20a%20Revolta&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Nabuco de Araujo - Tomo Segundo 1857 - 1866,1857,34.20,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Nabuco%20de%20Araujo%20-%20Tomo%20Segundo%201857%20-%201866&searchField=titulo-autor&ano-de-publicacao=1857,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Minha Formação,1934,35,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Minha%20Forma%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1934,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Balmaceda - 1ª Edição,1895,400,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Balmaceda%20-%201%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1895,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Balmaceda - 1ª Edição,1895,450,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Balmaceda%20-%201%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1895,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Estrangeira Durante a Revolta,1932,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Estrangeira%20Durante%20a%20Revolta&searchField=titulo-autor&ano-de-publicacao=1932,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Discursos e Conferências - 1ª Edição,1911,90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Discursos%20e%20Confer%C3%AAncias%20-%201%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Nabuco de Araujo - um Estadista do Império - Volume I,1900,125,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Nabuco%20de%20Araujo%20-%20um%20Estadista%20do%20Imp%C3%A9rio%20-%20Volume%20I&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,Nabuco de Araujo - um Estadista do Império - 3ª Volume,1927,90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20Nabuco%20de%20Araujo%20-%20um%20Estadista%20do%20Imp%C3%A9rio%20-%203%C2%AA%20Volume&searchField=titulo-autor&ano-de-publicacao=1927,,ativo,2026-09-06 13:10,2026-07-23 02:14,
Joaquim Nabuco,Fundador,A Intervenção Estrangeira Durante a Revolta - 1ª Edição,1896,90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Joaquim%20Nabuco%20A%20Interven%C3%A7%C3%A3o%20Estrangeira%20Durante%20a%20Revolta%20-%201%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:10,2026-07-23 02:14,
